시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
경기도 광주시,2015,33229,32758,36547,54276,55843,49943
경기도 광주시,2016,34239,32803,38531,56232,58000,52921
경기도 광주시,2017,35309,33575,40916,58580,60803,55804
경기도 광주시,2018,36442,33909,43128,60651,62905,59453
경기도 광주시,2019,36223,33577,43885,59830,64543,61520
경기도 광주시,2020,35190,33619,45220,57844,66823,63534
경기도 광주시,2021,33239,33989,44958,55722,68000,65287
경기도 광주시,2022,31671,34875,43536,54344,68878,66732
경기도 광주시,2023,29868,35005,41450,52357,68498,68090
경기도 광주시,2024,28865,35688,40442,52824,68257,69733
경기도 광주시,2025,26638,36297,38390,51721,67288,69921
경기도 구리시,2011,19157,27907,25654,33025,37837,27859
경기도 구리시,2012,18569,26462,25051,31576,37221,28920
경기도 구리시,2013,17634,25211,24784,29801,36817,29920
경기도 구리시,2014,16711,23672,25109,27959,35854,30820
경기도 구리시,2015,16400,22421,25538,27046,35151,31512
경기도 구리시,2016,16971,21799,26815,27858,35405,33554
경기도 구리시,2017,17430,21421,27814,28766,35683,34867
경기도 구리시,2018,17603,20516,28195,29488,34837,36063
경기도 구리시,2019,16345,19116,27505,27578,33603,35905
경기도 구리시,2020,15199,18151,27281,26372,32845,35772
경기도 구리시,2021,13946,17311,25915,25118,31306,34889
경기도 구리시,2022,12734,17084,24346,24278,30589,34358
경기도 구리시,2023,11817,16744,23177,23913,29694,34526
경기도 구리시,2024,10957,16449,22403,24606,28884,34089
경기도 구리시,2025,10110,16297,21323,25159,28087,33444
경기도 군포시,2011,31383,39029,40038,51953,52639,39972
경기도 군포시,2012,30809,37551,39503,50415,52305,42252
경기도 군포시,2013,30079,36156,39134,49162,52395,43973
경기도 군포시,2014,29899,34899,39553,48375,52277,45703
경기도 군포시,2015,29206,33330,39593,47010,51307,46695
경기도 군포시,2016,28017,31909,39182,45050,50430,47205
경기도 군포시,2017,26028,30647,38822,42904,49179,47465
경기도 군포시,2018,23909,29230,38334,41206,46918,47986
경기도 군포시,2019,22602,28069,38214,39877,45760,48316
경기도 군포시,2020,20630,26654,38232,38258,44520,48202
경기도 군포시,2021,18634,25451,36836,37102,42586,47483
경기도 군포시,2022,17241,24869,35175,37033,41224,46906
경기도 군포시,2023,15408,23938,33421,35657,39333,47043
경기도 군포시,2024,13642,23038,31677,34992,37048,46401
경기도 군포시,2025,12349,22309,29914,34264,35495,45161
경기도 김포시,2011,27796,35214,29160,42945,48624,36047
경기도 김포시,2012,32858,36983,32058,49963,53019,40850
경기도 김포시,2013,36779,38234,34228,54958,57147,45066
경기도 김포시,2014,41854,39596,36976,60419,61890,48991
경기도 김포시,2015,43169,39484,37926,59764,63858,50829
경기도 김포시,2016,44453,39753,39433,60148,66351,53508
경기도 김포시,2017,48479,41534,42123,65819,71470,56632
경기도 김포시,2018,52060,43624,45695,71963,76472,60486
경기도 김포시,2019,52071,44797,47422,71134,80358,62744
경기도 김포시,2020,55253,47723,52038,76392,88432,66885
경기도 김포시,2021,53677,49972,52405,75094,92370,69269
경기도 김포시,2022,49239,51750,50386,70147,93601,70517
경기도 김포시,2023,45831,53091,49355,66699,94373,72951
경기도 김포시,2024,41806,54600,48173,64695,93293,75064
경기도 김포시,2025,37812,56081,46337,62571,91533,76396
경기도 남양주시,2011,68398,78692,65015,103965,106810,77412
경기도 남양주시,2012,69906,79462,66730,103918,111698,83480
경기도 남양주시,2013,70728,80094,69467,102596,116766,89019
경기도 남양주시,2014,71261,80282,72114,101008,120866,94141
경기도 남양주시,2015,72156,79108,75096,100024,123219,98746
경기도 남양주시,2016,70991,77865,76916,97335,124550,101882
경기도 남양주시,2017,67690,77012,78430,92692,124617,104445
경기도 남양주시,2018,67867,77431,79807,92988,125765,108868
경기도 남양주시,2019,67577,77825,82728,92256,128868,113759
경기도 남양주시,2020,64926,77268,85023,89472,130172,117021
경기도 남양주시,2021,63527,78293,86336,90426,132228,122453
경기도 남양주시,2022,59370,79526,84144,88466,131877,124804
경기도 남양주시,2023,54337,79299,81665,85052,128329,127403
경기도 남양주시,2024,50251,78832,79928,84763,124216,129700
경기도 남양주시,2025,46368,78800,76830,84385,120052,130266
경기도 동두천시,2011,9542,11878,11286,15614,16657,13930
경기도 동두천시,2012,9433,11698,11112,15217,16852,14550
경기도 동두천시,2013,9175,11520,11054,14611,17051,15102
경기도 동두천시,2014,8994,11159,11175,13907,16975,15545
경기도 동두천시,2015,8938,10603,11243,13396,16839,15887
경기도 동두천시,2016,8697,10281,11337,12864,16681,16168
경기도 동두천시,2017,8021,9895,11221,12056,16263,16255
경기도 동두천시,2018,7495,9494,11202,11532,15553,16344
경기도 동두천시,2019,6922,9005,11201,10633,14939,16317
경기도 동두천시,2020,6298,8604,11303,10215,14334,16481
경기도 동두천시,2021,5830,8392,11053,10009,13815,16452
경기도 동두천시,2022,5300,8221,10400,9488,13164,16243
경기도 동두천시,2023,4521,7788,9650,8855,12232,16052
경기도 동두천시,2024,3908,7555,9072,8422,11502,15876
경기도 동두천시,2025,3584,7403,8525,8350,11196,15765
경기도 부천시,2011,39702,58969,65501,74088,80186,68064
경기도 부천시,2012,38946,55599,64638,72924,78465,71239
경기도 부천시,2013,37578,52698,63682,70958,77754,73290
경기도 부천시,2014,36402,49359,63541,68157,75926,75115
경기도 부천시,2015,35638,46147,63052,66490,73594,75865
경기도 부천시,2016,70745,87291,126300,131986,144794,153297
경기도 부천시,2017,68797,83281,125656,129900,141881,153500
경기도 부천시,2018,66236,79043,122888,127606,137064,153512
경기도 부천시,2019,61998,74557,119747,121226,132971,150997
경기도 부천시,2020,57224,70576,117408,116034,129151,147596
경기도 부천시,2021,53029,67956,112129,112466,125249,144782
경기도 부천시,2022,48779,66472,104368,108853,121846,140974
경기도 부천시,2023,45444,64437,98528,106793,118285,139754
경기도 부천시,2024,20890,31524,46100,52869,57129,68468
경기도 부천시,2025,19364,30990,42724,52102,55685,66333
경기도 성남시,2011,44125,65004,69532,85980,90646,70915
경기도 성남시,2012,43477,62317,68498,84582,90371,73278
경기도 성남시,2013,43017,59802,67797,83287,90358,75602
경기도 성남시,2014,42085,56914,67828,80668,89303,77128
경기도 성남시,2015,41580,53978,67870,78930,87730,77709
경기도 성남시,2016,41506,51844,68380,77638,87230,78414
경기도 성남시,2017,40136,49870,68195,75115,85546,78238
경기도 성남시,2018,37833,47706,67210,72796,82426,78280
경기도 성남시,2019,36002,45630,66194,69784,80155,78204
경기도 성남시,2020,34418,43920,66139,68504,78582,77896
경기도 성남시,2021,32836,42777,63760,67582,76538,77676
경기도 성남시,2022,31310,42360,60603,66901,75049,77180
경기도 성남시,2023,30013,41676,58292,67072,73686,77398
경기도 성남시,2024,28498,40846,55946,67270,71778,76606
경기도 성남시,2025,27080,40618,52736,67214,70462,75343
경기도 송탄출장소,2016,0,0,0,0,0,0
경기도 송탄출장소,2017,0,0,0,0,0,0
경기도 송탄출장소,2018,0,0,0,0,0,0
경기도 송탄출장소,2019,0,0,0,0,0,0
경기도 송탄출장소,2020,0,0,0,0,0,0
경기도 송탄출장소,2021,0,0,0,0,0,0
경기도 송탄출장소,2022,0,0,0,0,0,0
경기도 송탄출장소,2023,0,0,0,0,0,0
경기도 송탄출장소,2024,0,0,0,0,0,0
경기도 송탄출장소,2025,0,0,0,0,0,0
경기도 수원시,2011,44175,64910,64093,78277,82965,55850
경기도 수원시,2012,45720,63555,65501,80052,84478,60235
경기도 수원시,2013,46585,62148,67476,80714,86741,64282
경기도 수원시,2014,47520,60272,70002,81074,87576,68358
경기도 수원시,2015,47642,57310,71593,80181,87074,70904
경기도 수원시,2016,47110,54889,73181,79195,86699,73342
경기도 수원시,2017,45779,53226,74411,78378,86044,75458
경기도 수원시,2018,43830,51413,75034,76812,83793,77298
경기도 수원시,2019,41722,49556,74644,74047,82389,78372
경기도 수원시,2020,38846,47332,74642,71435,81135,78598
경기도 수원시,2021,36415,46148,73703,70882,79690,78995
경기도 수원시,2022,34712,46084,71953,72256,79310,79550
경기도 수원시,2023,33054,45353,70336,73737,78005,80932
경기도 수원시,2024,30938,44527,68171,74543,75640,80892
경기도 수원시,2025,29059,44343,64801,75110,73897,80102
경기도 시흥시,2011,45119,62143,50751,74390,84343,48160
경기도 시흥시,2012,43356,59805,50844,71259,83872,52359
경기도 시흥시,2013,41435,57241,51453,67319,83858,56006
경기도 시흥시,2014,39746,54580,52639,63304,83118,59729
경기도 시흥시,2015,39608,52071,54284,61631,82246,63605
경기도 시흥시,2016,39103,50140,55996,60375,81529,67422
경기도 시흥시,2017,40499,49401,59295,62661,82128,72189
경기도 시흥시,2018,44256,49757,63173,69260,83885,78222
경기도 시흥시,2019,46800,49958,66027,73824,86398,83034
경기도 시흥시,2020,48317,50147,69580,77446,90660,87624
경기도 시흥시,2021,47577,50216,68964,77837,92511,90045
경기도 시흥시,2022,45126,51077,66399,75905,92791,90352
경기도 시흥시,2023,43910,51516,64220,76407,93191,92668
경기도 시흥시,2024,41235,51548,61011,75463,91237,93120
경기도 시흥시,2025,38137,52141,57658,74274,89256,92440
경기도 안산시,2011,47349,75469,67230,82640,97424,62103
경기도 안산시,2012,45838,72146,67877,79829,96585,67035
경기도 안산시,2013,44393,68688,68661,77053,96366,71223
경기도 안산시,2014,42649,64677,70031,73171,94573,74725
경기도 안산시,2015,40953,60005,70915,69289,91177,77645
경기도 안산시,2016,39247,56046,71799,66342,87812,80091
경기도 안산시,2017,36428,52489,72007,62825,84040,81669
경기도 안산시,2018,33013,48807,70798,59394,78319,83125
경기도 안산시,2019,30959,45421,70079,57241,74191,84093
경기도 안산시,2020,29755,42697,70991,57162,72239,85181
경기도 안산시,2021,27851,40825,70220,56811,69261,85417
경기도 안산시,2022,25639,39201,66484,56018,66223,84132
경기도 안산시,2023,23485,37361,62460,55011,62699,83605
경기도 안산시,2024,21519,35882,58789,55225,59433,82380
경기도 안산시,2025,19760,34910,54955,55344,56773,80323
경기도 안성시,2011,19410,22545,22260,31210,29814,25292
경기도 안성시,2012,19231,22294,21457,30740,30116,26060
경기도 안성시,2013,18910,21782,21076,29788,30821,27000
경기도 안성시,2014,18497,21153,20705,28581,31029,27832
경기도 안성시,2015,17767,20270,20519,26857,30664,28259
경기도 안성시,2016,17680,19746,21025,26631,30862,29122
경기도 안성시,2017,16698,19307,21183,25489,30679,29509
경기도 안성시,2018,15844,18779,21554,24849,30269,30230
경기도 안성시,2019,14940,18265,21456,23632,29912,30832
경기도 안성시,2020,14048,17999,22544,23127,30171,31465
경기도 안성시,2021,13123,17717,23111,22791,30184,31990
경기도 안성시,2022,12196,17505,22585,21976,29805,32124
경기도 안성시,2023,11213,17415,22134,21541,29265,32821
경기도 안성시,2024,10946,17480,22162,22925,29219,33628
경기도 안성시,2025,10447,17531,21814,23570,29058,33967
경기도 안양시,2011,37195,58449,59074,66989,76972,62655
경기도 안양시,2012,36551,55161,58607,65577,75123,64961
경기도 안양시,2013,35567,52307,58103,64300,74445,66536
경기도 안양시,2014,34385,49135,58045,61517,72659,68059
경기도 안양시,2015,33953,46268,58043,60161,70864,68610
경기도 안양시,2016,33508,44023,58231,59494,69557,69368
경기도 안양시,2017,31807,41771,57337,57320,67323,68847
경기도 안양시,2018,30043,39383,55744,55817,63871,68495
경기도 안양시,2019,28511,37181,54240,53775,61309,67485
경기도 안양시,2020,26196,34905,51836,50902,58537,65009
경기도 안양시,2021,25213,33890,49915,51556,57107,64036
경기도 안양시,2022,24654,33323,47655,52677,56351,63405
경기도 안양시,2023,23608,32314,45431,52299,55219,63358
경기도 안양시,2024,23621,32500,44431,55516,55264,63633
경기도 안양시,2025,23443,32785,42738,57795,55437,62916
경기도 안중출장소,2016,0,0,0,0,0,0
경기도 안중출장소,2017,0,0,0,0,0,0
경기도 안중출장소,2018,0,0,0,0,0,0
경기도 안중출장소,2019,0,0,0,0,0,0
경기도 안중출장소,2020,0,0,0,0,0,0
경기도 안중출장소,2021,0,0,0,0,0,0
경기도 안중출장소,2022,0,0,0,0,0,0
경기도 안중출장소,2023,0,0,0,0,0,0
경기도 안중출장소,2024,0,0,0,0,0,0
경기도 안중출장소,2025,0,0,0,0,0,0
경기도 양주시,2011,22957,26342,22797,34446,36110,28161
경기도 양주시,2012,22409,25927,22216,33030,36508,29262
경기도 양주시,2013,21594,25370,21874,30679,37146,30304
경기도 양주시,2014,21355,25191,22515,29554,37832,31520
경기도 양주시,2015,21222,24754,23060,28622,38090,32638
경기도 양주시,2016,20527,24337,23290,27239,37977,33287
경기도 양주시,2017,20306,24349,24412,27440,38519,34477
경기도 양주시,2018,19974,24104,25228,27704,38295,35687
경기도 양주시,2019,19814,23932,26280,27614,38583,36809
경기도 양주시,2020,19940,24057,27449,28048,39444,38089
경기도 양주시,2021,19651,24277,27716,28102,39910,39530
경기도 양주시,2022,19281,25067,27708,28948,40406,41257
경기도 양주시,2023,21638,26848,29681,34043,43977,45437
경기도 양주시,2024,23065,28215,31251,39185,46423,48793
경기도 양주시,2025,22635,28936,30973,40316,46649,50047
경기도 양평군,2011,7531,10621,10380,12179,15539,18501
경기도 양평군,2012,7791,10436,10284,12314,15799,19042
경기도 양평군,2013,7924,10222,10182,12108,16027,19451
경기도 양평군,2014,7971,10127,10405,11801,16078,19836
경기도 양평군,2015,8146,10015,10634,11633,16284,20091
경기도 양평군,2016,8309,9872,10777,11822,16492,20438
경기도 양평군,2017,8283,9985,10936,11993,16723,21000
경기도 양평군,2018,7963,9872,10729,11778,16438,20988
경기도 양평군,2019,7620,9758,10456,11218,16328,21018
경기도 양평군,2020,7298,9708,10597,10775,16312,20910
경기도 양평군,2021,7074,9720,10589,10701,16311,20936
경기도 양평군,2022,6631,9853,10125,10391,16149,21091
경기도 양평군,2023,6482,9996,9822,10549,16122,21442
경기도 양평군,2024,6096,9909,9432,10717,15795,21585
경기도 양평군,2025,5630,9919,8968,10505,15283,21284
경기도 여주군,2011,9687,13668,12526,15239,18090,17716
경기도 여주군,2012,9614,13158,12245,15168,17815,18032
경기도 여주군,2013,9672,13566,12470,15225,18035,17779
경기도 여주군,2014,9672,13566,12470,15225,18035,17779
경기도 여주군,2015,9672,13566,12470,15225,18035,17779
경기도 여주시,2011,8434,11208,11980,13278,17002,19452
경기도 여주시,2012,8434,11208,11980,13278,17002,19452
경기도 여주시,2013,9347,12667,12094,14580,17822,18459
경기도 여주시,2014,9395,12314,12188,14364,17742,19011
경기도 여주시,2015,9186,11799,12303,13887,17590,19421
경기도 여주시,2016,9045,11344,12321,13528,17329,19669
경기도 여주시,2017,8592,10890,12333,13064,17291,19929
경기도 여주시,2018,8206,10346,12281,12607,16634,20031
경기도 여주시,2019,7716,9952,12067,12009,16168,20203
경기도 여주시,2020,7414,9592,12177,11539,16033,20117
경기도 여주시,2021,6845,9405,11956,11129,15713,20087
경기도 여주시,2022,6560,9368,11510,11110,15757,20001
경기도 여주시,2023,6231,9285,11209,11324,15462,20384
경기도 여주시,2024,5783,9080,10704,11320,15156,20266
경기도 여주시,2025,5282,8962,9909,11380,14606,19981
경기도 연천군,2011,3387,4916,5114,5350,6832,7642
경기도 연천군,2012,3498,4756,5365,5392,6746,7891
경기도 연천군,2013,3530,4455,5462,5234,6646,8083
경기도 연천군,2014,3463,4280,5427,4957,6395,8190
경기도 연천군,2015,3454,4087,5889,4926,6079,8108
경기도 연천군,2016,3521,3880,6001,4945,5837,7997
경기도 연천군,2017,3434,3671,5839,4802,5625,7781
경기도 연천군,2018,3204,3556,5527,4647,5345,7617
경기도 연천군,2019,2939,3329,5468,4336,5081,7405
경기도 연천군,2020,2730,3193,5364,4259,4978,7132
경기도 연천군,2021,2541,3048,5114,4099,4727,6946
경기도 연천군,2022,2280,2917,4807,3980,4553,6788
경기도 연천군,2023,2071,2832,4498,3976,4342,6579
경기도 연천군,2024,1912,2699,4184,3906,4073,6340
경기도 연천군,2025,1871,2735,4278,4135,4183,6474
경기도 오산시,2011,27592,25202,26710,43554,32661,20515
경기도 오산시,2012,28404,25323,26538,44707,34218,22181
경기도 오산시,2013,28867,25647,26062,44947,36329,23650
경기도 오산시,2014,28865,25520,26114,44124,37836,24956
경기도 오산시,2015,27759,24737,25969,42001,37945,25751
경기도 오산시,2016,27155,24375,26496,40765,38859,26822
경기도 오산시,2017,26649,24650,27494,40172,40001,28314
경기도 오산시,2018,26142,25008,28893,40498,40721,30242
경기도 오산시,2019,25263,24982,30421,40103,42013,32211
경기도 오산시,2020,23784,24873,31321,38973,43237,33266
경기도 오산시,2021,21682,24904,31150,37349,43914,34049
경기도 오산시,2022,19824,25358,29902,35964,44585,34917
