시군구,연도,0~9,10~19,20~29,30~39,40~49,50~59
부산광역시 기장군,2015,19954,15647,14694,28243,25763,20360
부산광역시 기장군,2016,20675,15768,15243,28349,27070,21006
부산광역시 기장군,2017,20146,16175,15651,27205,28302,21580
부산광역시 기장군,2018,19825,16593,15868,26537,29349,22144
부산광역시 기장군,2019,18803,16718,15872,24478,30097,22374
부산광역시 기장군,2020,19153,17475,17066,24960,32215,24006
부산광역시 기장군,2021,18280,18048,16962,23994,33104,25035
부산광역시 기장군,2022,17103,18699,16597,23177,33512,25871
부산광역시 기장군,2023,15643,19077,16374,22020,33415,26865
부산광역시 기장군,2024,13873,19464,15492,20851,32220,27396
부산광역시 기장군,2025,12597,19861,14710,20159,31428,28047
부산광역시 남구,2011,22638,34608,39851,46000,47576,50231
부산광역시 남구,2012,22033,32884,38471,44037,46843,49936
부산광역시 남구,2013,22078,31809,37937,42992,47536,50143
부산광역시 남구,2014,21475,30116,37103,40660,47196,49023
부산광역시 남구,2015,21300,28535,36579,38395,46739,47306
부산광역시 남구,2016,20595,27054,36126,36338,45853,46086
부산광역시 남구,2017,19339,25923,35730,34096,44578,44742
부산광역시 남구,2018,20432,25566,36195,34956,44529,45498
부산광역시 남구,2019,19571,24289,35676,32917,43248,44330
부산광역시 남구,2020,18052,23035,35239,30186,41893,42799
부산광역시 남구,2021,16611,22527,34143,28193,40440,42202
부산광역시 남구,2022,15011,22397,33019,26606,38943,41442
부산광역시 남구,2023,14089,22039,32220,26563,37745,41513
부산광역시 남구,2024,13336,22121,31693,27163,36361,41890
부산광역시 남구,2025,12319,21882,30291,26707,34860,41433
부산광역시 동구,2011,5593,9911,12476,14296,15229,18267
부산광역시 동구,2012,5494,9189,11710,13856,14720,18131
부산광역시 동구,2013,5188,8499,11107,12884,14403,17848
부산광역시 동구,2014,4934,7843,10977,12241,14161,17501
부산광역시 동구,2015,4727,7061,10827,11340,13696,16731
부산광역시 동구,2016,4540,6397,10487,10730,13240,16060
부산광역시 동구,2017,4339,6061,10412,10424,12873,15476
부산광역시 동구,2018,4083,5582,10226,10065,12231,15008
부산광역시 동구,2019,4164,5347,10391,10254,12092,15008
부산광역시 동구,2020,4085,5145,10472,10395,11953,14708
부산광역시 동구,2021,3964,4824,10278,10400,11575,14296
부산광역시 동구,2022,3791,4675,9713,10395,11303,13927
부산광역시 동구,2023,3978,4658,9323,10998,11404,14183
부산광역시 동구,2024,3696,4492,8755,10860,10928,13828
부산광역시 동구,2025,3478,4512,8048,10620,10529,13458
부산광역시 동래구,2011,20599,36516,38635,41897,47680,50511
부산광역시 동래구,2012,20024,34401,37019,40254,46319,50411
부산광역시 동래구,2013,19722,32688,36372,38892,46075,50291
부산광역시 동래구,2014,19856,31138,35853,38094,45853,49902
부산광역시 동래구,2015,19968,29390,35369,36433,45306,48358
부산광역시 동래구,2016,20337,28029,35020,36056,44950,47339
부산광역시 동래구,2017,19932,27111,34489,34718,44180,46451
부산광역시 동래구,2018,19164,26015,33693,33689,42537,45387
부산광역시 동래구,2019,19984,25492,33494,34081,43092,45521
부산광역시 동래구,2020,19635,24970,32682,33078,43184,44392
부산광역시 동래구,2021,18726,24522,31201,31643,42507,43330
부산광역시 동래구,2022,19278,25584,30321,32343,43861,43717
부산광역시 동래구,2023,18208,25429,28476,31431,43250,44031
부산광역시 동래구,2024,18240,25932,27206,32590,43177,44564
부산광역시 동래구,2025,17061,26451,25759,32198,42439,44444
부산광역시 부산진구,2011,28717,42662,57072,63307,62774,68169
부산광역시 부산진구,2012,28705,40428,54792,62659,61931,68552
부산광역시 부산진구,2013,28062,38058,53787,61250,61551,68539
부산광역시 부산진구,2014,27495,35791,54012,59231,61026,67897
부산광역시 부산진구,2015,26838,33227,53518,56756,59398,66022
부산광역시 부산진구,2016,26219,30887,53151,54712,58049,64479
부산광역시 부산진구,2017,25041,29206,53005,53094,56266,62847
부산광역시 부산진구,2018,23592,27468,51536,50392,53519,61241
부산광역시 부산진구,2019,22339,26163,51209,48169,52195,59674
부산광역시 부산진구,2020,21318,25005,52781,47994,51698,58636
부산광역시 부산진구,2021,20097,24034,50989,47020,50121,56616
부산광역시 부산진구,2022,19603,24111,50271,48489,49893,56024
부산광역시 부산진구,2023,19487,23904,49500,50107,49677,56364
부산광역시 부산진구,2024,18531,23759,48164,51260,48718,55956
부산광역시 부산진구,2025,18498,24369,46736,54188,49208,56080
부산광역시 북구,2011,23774,43479,43453,43835,56450,53589
부산광역시 북구,2012,24402,41449,43889,44593,55525,56453
부산광역시 북구,2013,23713,39002,43316,42781,54249,57686
부산광역시 북구,2014,23180,36294,43457,41017,52726,58278
부산광역시 북구,2015,23826,33969,44302,41293,51493,59084
부산광역시 북구,2016,24049,31498,44361,41170,49684,59203
부산광역시 북구,2017,22841,29016,43026,39063,46978,58157
부산광역시 북구,2018,21660,27032,41462,37519,44149,57577
부산광역시 북구,2019,20476,25254,39564,35461,42406,56340
부산광역시 북구,2020,18994,23301,37585,33517,40485,53951
부산광역시 북구,2021,18340,22445,35666,33678,39791,52430
부산광역시 북구,2022,17203,21927,32857,33353,38555,50415
부산광역시 북구,2023,15966,21311,30177,32370,37049,49047
부산광역시 북구,2024,14607,20613,27529,31908,35273,47345
부산광역시 북구,2025,13266,20322,25134,31369,33843,45523
부산광역시 사상구,2011,18902,31031,37894,39051,45002,46033
부산광역시 사상구,2012,18666,28647,36266,38489,42701,47011
부산광역시 사상구,2013,18194,26485,35263,36913,41631,47601
부산광역시 사상구,2014,17789,24385,34487,35469,40052,47610
부산광역시 사상구,2015,17359,22065,33629,33867,38097,46799
부산광역시 사상구,2016,16753,20163,32865,32381,36195,46172
부산광역시 사상구,2017,15814,18733,32499,30848,34476,45507
부산광역시 사상구,2018,14750,17355,31449,28926,32165,44694
부산광역시 사상구,2019,13720,16240,29973,27071,30701,43241
부산광역시 사상구,2020,12355,15088,28932,25224,29363,41190
부산광역시 사상구,2021,11268,14409,27690,24248,28452,38940
부산광역시 사상구,2022,10157,14125,26026,23511,27416,37118
부산광역시 사상구,2023,9476,13770,24928,23988,26571,36351
부산광역시 사상구,2024,8507,13288,23213,23549,25138,35079
부산광역시 사상구,2025,7447,13142,21346,22706,24047,33527
부산광역시 사하구,2011,28850,45256,49265,55167,60747,61793
부산광역시 사하구,2012,28572,42719,47727,54390,58809,62899
부산광역시 사하구,2013,28031,40113,46353,53003,57836,63351
부산광역시 사하구,2014,27145,37453,45138,50715,56427,62835
부산광역시 사하구,2015,26504,34826,44101,48270,54845,61469
부산광역시 사하구,2016,25954,32344,43981,46514,53386,60536
부산광역시 사하구,2017,25022,30729,43836,45200,52152,59552
부산광역시 사하구,2018,23638,28853,43114,43241,49772,58613
부산광역시 사하구,2019,21982,27193,41626,40360,47905,57349
부산광역시 사하구,2020,19969,25385,39828,36977,46023,54882
부산광역시 사하구,2021,18330,24510,38220,34919,44747,53211
부산광역시 사하구,2022,16849,24137,35987,33969,43673,51852
부산광역시 사하구,2023,15603,23643,33827,32709,42518,51362
부산광역시 사하구,2024,14137,23050,31553,31679,40810,50614
부산광역시 사하구,2025,12415,22787,29410,30405,39078,49246
부산광역시 서구,2011,6869,13194,15831,16615,19251,22911
부산광역시 서구,2012,6668,12233,14934,15931,18527,22510
부산광역시 서구,2013,6358,11485,14546,15209,18183,22236
부산광역시 서구,2014,6374,10818,14386,14739,17988,21858
부산광역시 서구,2015,6340,9882,14270,14019,17355,21125
부산광역시 서구,2016,6127,9026,14128,13242,16542,20331
부산광역시 서구,2017,5838,8365,13920,12522,15668,19512
부산광역시 서구,2018,6034,8024,13862,12547,15410,19271
부산광역시 서구,2019,5743,7504,13599,11715,14808,18543
부산광역시 서구,2020,5622,7287,13541,11206,14707,18002
부산광역시 서구,2021,5310,7082,13028,10552,14164,17090
부산광역시 서구,2022,5198,7136,12505,10525,14061,17008
부산광역시 서구,2023,4886,7001,12227,10377,13487,16868
부산광역시 서구,2024,4482,6991,11436,10259,13101,16793
부산광역시 서구,2025,4130,7013,10702,10109,12728,16522
부산광역시 수영구,2011,11878,18880,24114,27305,27141,32237
부산광역시 수영구,2012,11845,17901,23312,27330,26932,32216
부산광역시 수영구,2013,11476,16955,22778,26636,26859,31693
부산광역시 수영구,2014,11574,16481,23319,26723,27437,31810
부산광역시 수영구,2015,11713,15509,23801,26861,27317,30952
부산광역시 수영구,2016,11688,14540,24002,26402,27123,30074
부산광역시 수영구,2017,11565,13873,24351,26087,26929,29541
부산광역시 수영구,2018,10785,12984,24199,24905,25799,28477
부산광역시 수영구,2019,10571,12378,24107,24205,25593,27920
부산광역시 수영구,2020,10328,11852,24349,23877,25487,27718
부산광역시 수영구,2021,9838,11464,23723,23505,24951,27141
부산광역시 수영구,2022,9459,11425,23123,23661,24648,26666
부산광역시 수영구,2023,8992,11452,22253,23503,24359,26824
부산광역시 수영구,2024,8267,11313,21004,23210,23560,26618
부산광역시 수영구,2025,7426,11312,19695,22854,22928,26053
부산광역시 연제구,2011,16373,24941,28344,33086,35146,37580
부산광역시 연제구,2012,16213,23678,27147,32403,34530,37804
부산광역시 연제구,2013,15565,22521,26494,31100,34391,37723
부산광역시 연제구,2014,15363,21398,26275,29783,34438,37249
부산광역시 연제구,2015,16068,20693,26538,29830,34399,36814
부산광역시 연제구,2016,15808,19290,26321,28864,33586,35521
부산광역시 연제구,2017,15570,18323,26489,28637,32668,34976
부산광역시 연제구,2018,15429,17602,26556,28588,31871,34992
부산광역시 연제구,2019,15444,17003,26303,28233,32008,34707
부산광역시 연제구,2020,14747,16467,26131,27194,31907,34141
부산광역시 연제구,2021,13970,16236,24911,26303,31562,33531
부산광역시 연제구,2022,12860,16143,23332,25329,30874,32848
부산광역시 연제구,2023,12623,16137,23035,26074,30791,33363
부산광역시 연제구,2024,12984,17022,22492,27905,31616,34305
부산광역시 연제구,2025,12372,17146,21460,28319,31043,33728
부산광역시 영도구,2011,8599,15133,18066,19849,22128,26732
부산광역시 영도구,2012,8181,14031,17095,18855,21275,26444
부산광역시 영도구,2013,7767,13064,16045,17519,20690,25931
부산광역시 영도구,2014,7420,11978,15412,16218,20078,25020
부산광역시 영도구,2015,7237,11030,14838,15325,19402,24003
부산광역시 영도구,2016,6964,10184,14334,14466,18609,23057
부산광역시 영도구,2017,6583,9432,13827,13619,17749,22300
부산광역시 영도구,2018,6127,8767,13140,12728,16726,21573
부산광역시 영도구,2019,5735,8014,12512,11616,15972,20611
부산광역시 영도구,2020,5139,7403,11990,10610,15159,19559
부산광역시 영도구,2021,4874,7042,11465,10253,14550,18600
부산광역시 영도구,2022,4534,6860,10524,9956,14037,17892
부산광역시 영도구,2023,4329,6696,9771,9664,13578,17759
부산광역시 영도구,2024,3902,6486,9103,9112,12781,17377
부산광역시 영도구,2025,3549,6339,8745,8884,12081,16827
부산광역시 중구,2011,2568,4453,6010,7089,7703,9159
부산광역시 중구,2012,2488,4108,5754,6935,7494,9162
부산광역시 중구,2013,2381,3869,5609,6625,7425,8975
부산광역시 중구,2014,2291,3587,5663,6294,7311,8742
부산광역시 중구,2015,2180,3303,5636,5803,7072,8413
부산광역시 중구,2016,2083,3055,5687,5547,6846,8205
부산광역시 중구,2017,1878,2762,5648,5251,6587,7783
부산광역시 중구,2018,1699,2460,5477,4895,6050,7545
부산광역시 중구,2019,1495,2261,5468,4617,5664,7313
부산광역시 중구,2020,1320,2027,5679,4471,5394,7074
부산광역시 중구,2021,1117,1872,5839,4477,5118,6722
부산광역시 중구,2022,1016,1779,5678,4422,4792,6497
부산광역시 중구,2023,875,1662,5395,4259,4408,6343
부산광역시 중구,2024,729,1557,5073,4176,4112,6163
부산광역시 중구,2025,619,1491,4663,4056,3887,5949
부산광역시 해운대구,2011,36664,59149,53178,64996,78323,68483
부산광역시 해운대구,2012,36614,57099,52913,63625,78231,70780
부산광역시 해운대구,2013,35621,54575,52348,61308,77668,71927
부산광역시 해운대구,2014,35102,51648,52488,59234,76794,72515
부산광역시 해운대구,2015,34810,48864,52907,57532,75495,72295
부산광역시 해운대구,2016,33998,46247,52754,55466,74293,71823
부산광역시 해운대구,2017,31933,43949,51852,51952,71904,70987
부산광역시 해운대구,2018,30723,41968,51274,50781,69235,71444
부산광역시 해운대구,2019,29752,39927,50212,48832,67467,71188
부산광역시 해운대구,2020,28511,38150,49068,46789,65829,70290
부산광역시 해운대구,2021,27097,36918,46850,45120,63976,69405
부산광역시 해운대구,2022,24901,36287,43271,42891,61595,68062
부산광역시 해운대구,2023,23130,35520,40453,41581,59413,67569
부산광역시 해운대구,2024,21684,35098,37986,41258,57306,66953
부산광역시 해운대구,2025,20186,35026,35671,41196,55526,65790
북부출장소 (4110500000),2016,0,0,0,0,0,0
북부출장소 (4110500000),2017,0,0,0,0,0,0
북부출장소 (4110500000),2018,0,0,0,0,0,0
북부출장소 (4110500000),2019,0,0,0,0,0,0
북부출장소 (4110500000),2020,0,0,0,0,0,0
북부출장소 (4110500000),2021,0,0,0,0,0,0
북부출장소 (4110500000),2022,0,0,0,0,0,0
북부출장소 (4110500000),2023,0,0,0,0,0,0
북부출장소 (4110500000),2024,0,0,0,0,0,0
북부출장소 (4110500000),2025,0,0,0,0,0,0
서울특별시 (1100000000),2011,836648,1203517,1529819,1831942,1744590,1560094
서울특별시 (1100000000),2012,825987,1146509,1488944,1802242,1735779,1576336
서울특별시 (1100000000),2013,808737,1095810,1459843,1763451,1738953,1593805
서울특별시 (1100000000),2014,793992,1044513,1457951,1713666,1729469,1604160
서울특별시 (1100000000),2015,783299,985790,1447221,1668253,1701609,1588333
서울특별시 (1100000000),2016,761314,934205,1442701,1620974,1678172,1570037
서울특별시 (1100000000),2017,728462,894656,1447115,1579189,1647989,1553543
서울특별시 (1100000000),2018,690368,855121,1449790,1548770,1590374,1546954
서울특별시 (1100000000),2019,662693,819571,1456623,1509959,1560983,1539968
서울특별시 (1100000000),2020,623745,781866,1460411,1475106,1528182,1523556
서울특별시 (1100000000),2021,583683,756136,1422277,1439279,1480780,1507194
서울특별시 (1100000000),2022,545317,749118,1389483,1425808,1449706,1492802
서울특별시 (1100000000),2023,513562,733211,1355811,1427405,1420073,1495557
서울특별시 (1100000000),2024,483780,720767,1308260,1442665,1383950,1486068
서울특별시 (1100000000),2025,460662,717871,1254885,1462944,1364640,1467714
서울특별시 강남구,2011,41836,77353,88487,102125,100896,82567
서울특별시 강남구,2012,42241,73953,85691,101782,101178,82647
서울특별시 강남구,2013,41991,71562,83845,100617,101823,83445
서울특별시 강남구,2014,43865,70862,85202,102316,104260,85908
서울특별시 강남구,2015,44866,68049,83293,100853,104137,84565
서울특별시 강남구,2016,43474,65096,81462,96435,103591,82609
서울특별시 강남구,2017,41417,62953,79392,91645,102093,80983
서울특별시 강남구,2018,39242,60965,76468,87691,99471,79078
서울특별시 강남구,2019,38704,60451,75966,85623,100004,80246
서울특별시 강남구,2020,36766,59134,73940,81838,99266,80350
서울특별시 강남구,2021,34726,59141,70774,77662,97729,81956
서울특별시 강남구,2022,32320,60095,67992,75652,96290,83089
서울특별시 강남구,2023,33005,61808,67585,78771,98977,85767
서울특별시 강남구,2024,33160,63527,66304,81291,100892,87915
서울특별시 강남구,2025,31995,64057,63159,80655,100055,88475
서울특별시 강동구,2011,41940,60943,74397,86266,84171,81719
서울특별시 강동구,2012,41022,57411,71142,84337,82008,82104
서울특별시 강동구,2013,39982,54543,68910,82741,81069,82822
서울특별시 강동구,2014,38938,51268,67455,80050,79393,82207
서울특별시 강동구,2015,36953,46925,64161,74979,75941,78756
서울특별시 강동구,2016,34769,43398,61884,71347,73088,75740
서울특별시 강동구,2017,33868,41265,59853,69687,71523,72801
서울특별시 강동구,2018,31791,39228,58212,67233,68931,71017
서울특별시 강동구,2019,32162,38461,59005,67743,69913,71043
서울특별시 강동구,2020,34750,38961,61457,72086,74044,72227
서울특별시 강동구,2021,34321,38850,60467,71097,74854,71766
서울특별시 강동구,2022,32560,39064,57986,69346,74729,70820
서울특별시 강동구,2023,30892,38861,56452,68615,74382,70761
서울특별시 강동구,2024,31069,40834,56228,72917,76779,72916
서울특별시 강동구,2025,32011,43767,55612,77454,81123,75244
서울특별시 강북구,2011,25984,37862,47221,59140,57457,54341
서울특별시 강북구,2012,25663,35970,45583,57660,57651,54664
서울특별시 강북구,2013,24615,34351,43907,55117,57491,55103
서울특별시 강북구,2014,23600,32328,43692,52086,57041,55353
서울특별시 강북구,2015,22657,30285,43412,49586,55637,55218
서울특별시 강북구,2016,21631,28351,43432,47400,54538,54834
서울특별시 강북구,2017,20453,26814,44012,45371,53260,54441
서울특별시 강북구,2018,18921,25261,43842,43446,50661,54270
서울특별시 강북구,2019,17420,23660,43350,41035,48929,53606
서울특별시 강북구,2020,15714,22027,42944,38757,46718,52642
서울특별시 강북구,2021,14148,20796,41001,37120,43923,51700
서울특별시 강북구,2022,12786,20030,39849,35921,42113,50791
서울특별시 강북구,2023,11575,19141,38155,34997,39902,50265
서울특별시 강북구,2024,10554,18405,36202,34602,37947,49733
서울특별시 강북구,2025,9574,17809,34252,34352,36304,48504
서울특별시 강서구,2011,49891,66685,84678,105635,93208,89618
서울특별시 강서구,2012,49110,63378,82319,105152,92488,90747
서울특별시 강서구,2013,48470,60515,81305,104990,92943,91751
서울특별시 강서구,2014,50372,59005,83207,107111,95339,94041
서울특별시 강서구,2015,50383,55998,83941,106920,95417,93601
서울특별시 강서구,2016,50711,53550,85425,107459,96023,93154
서울특별시 강서구,2017,49225,51725,87795,108193,96605,92194
서울특별시 강서구,2018,46680,49481,87277,106818,94297,91098
서울특별시 강서구,2019,43968,47442,87418,103078,93276,89067
서울특별시 강서구,2020,39560,44694,86991,99062,90888,86196
서울특별시 강서구,2021,36646,43517,85652,97831,89266,84408
서울특별시 강서구,2022,33623,43043,82704,97617,88129,83132
서울특별시 강서구,2023,31189,41817,79178,96654,86420,83179
서울특별시 강서구,2024,28860,40759,75441,96299,83837,82581
서울특별시 강서구,2025,26686,40113,71534,96262,81783,81228
서울특별시 관악구,2011,38206,48220,98940,109527,78571,73146
서울특별시 관악구,2012,37111,45764,95874,108434,78754,73434
서울특별시 관악구,2013,35640,43450,93391,105745,79451,73804
서울특별시 관악구,2014,34323,41005,93909,101385,79214,73370
서울특별시 관악구,2015,33191,38649,94582,98352,78122,72772
서울특별시 관악구,2016,31654,36374,97145,95116,77193,71901
서울특별시 관악구,2017,29533,34365,99790,92554,75338,70941
서울특별시 관악구,2018,27165,32559,104460,91028,72628,70327
서울특별시 관악구,2019,25097,30700,107387,88858,70869,69536
서울특별시 관악구,2020,22372,28600,109135,86781,68484,68052
서울특별시 관악구,2021,19843,27057,108154,85556,65543,67025
서울특별시 관악구,2022,18164,26328,110315,87246,63766,66065
서울특별시 관악구,2023,16480,25079,107379,88440,61705,65806
서울특별시 관악구,2024,15023,24096,103855,90812,59200,65224
서울특별시 관악구,2025,13937,23529,101391,94020,57847,64465
서울특별시 광진구,2011,28104,43781,62566,68193,64049,55573
서울특별시 광진구,2012,27921,41645,61164,67666,63628,56685
서울특별시 광진구,2013,27188,39275,60254,66639,63263,57593
서울특별시 광진구,2014,26294,36833,59457,64436,61999,57356
서울특별시 광진구,2015,25934,34438,59063,63288,60793,56898
서울특별시 광진구,2016,25222,32260,59460,61798,59439,56510
서울특별시 광진구,2017,24212,30875,60549,61198,58472,56514
서울특별시 광진구,2018,23182,29234,61256,60447,56164,56427
서울특별시 광진구,2019,21657,27573,61751,58175,54490,55638
서울특별시 광진구,2020,19572,25931,62940,55983,52482,54541
서울특별시 광진구,2021,17744,24774,61616,54715,50470,53801
서울특별시 광진구,2022,16447,24469,60220,54701,49238,53264
서울특별시 광진구,2023,15208,23804,58849,54943,48103,53156
서울특별시 광진구,2024,14098,22986,56887,55354,46529,52263
서울특별시 광진구,2025,13508,22857,54837,56825,46047,51075
서울특별시 구로구,2011,40017,44904,60697,84045,67996,65897
서울특별시 구로구,2012,40001,42830,58973,83524,68000,66478
서울특별시 구로구,2013,39045,41034,57463,81055,68804,66565
서울특별시 구로구,2014,38589,39315,57359,78938,69538,66991
서울특별시 구로구,2015,38029,37129,56806,75923,68645,66292
서울특별시 구로구,2016,36429,35381,56440,72401,68269,65600
서울특별시 구로구,2017,34069,33912,55574,68579,67127,64587
서울특별시 구로구,2018,31394,32623,55130,65587,64816,64139
서울특별시 구로구,2019,30501,31579,55652,64654,64447,63993
서울특별시 구로구,2020,28199,30189,55415,63147,63203,63330
서울특별시 구로구,2021,25967,29191,53703,61071,61183,62294
서울특별시 구로구,2022,24355,28637,52831,61565,60144,61544
서울특별시 구로구,2023,22434,28218,50871,61099,58402,61922
서울특별시 구로구,2024,21066,27523,48308,60988,56458,61376
서울특별시 구로구,2025,19594,27024,45909,61451,54865,59948
서울특별시 금천구,2011,18076,27236,36292,41867,43128,39379
서울특별시 금천구,2012,17802,25735,35565,41711,42381,40509
서울특별시 금천구,2013,17181,24026,34819,40415,41957,41282
서울특별시 금천구,2014,16582,22375,34764,38992,40821,41651
서울특별시 금천구,2015,16328,20752,34550,37628,39528,41742
서울특별시 금천구,2016,15943,19417,34506,36817,38379,42149
서울특별시 금천구,2017,15450,18265,34793,36582,37358,42106
서울특별시 금천구,2018,14657,16916,35587,36215,35429,42099
서울특별시 금천구,2019,13746,15805,36241,35666,34191,41350
서울특별시 금천구,2020,12548,14669,37127,35481,32903,40292
서울특별시 금천구,2021,11676,13955,37202,36570,31638,39348
서울특별시 금천구,2022,10699,13548,36415,37437,30703,38189
서울특별시 금천구,2023,9884,12927,34974,37954,29544,37514
서울특별시 금천구,2024,9026,12425,33570,38518,28335,36401
서울특별시 금천구,2025,8321,12044,31715,39718,27627,35047
서울특별시 노원구,2011,52079,87895,81397,96576,111603,90263
서울특별시 노원구,2012,50743,83731,79786,93732,109695,91653
서울특별시 노원구,2013,48657,79966,78635,90289,108930,92799
서울특별시 노원구,2014,46684,76023,78269,85843,107185,93246
서울특별시 노원구,2015,45452,71635,77604,82395,104721,92361
서울특별시 노원구,2016,44051,67824,77584,79345,102368,91272
서울특별시 노원구,2017,41235,63992,76738,74678,98387,89761
서울특별시 노원구,2018,38147,60444,76371,71376,93598,89522
서울특별시 노원구,2019,35765,56848,74581,67330,89904,88956
서울특별시 노원구,2020,33182,53235,73182,64740,86240,87828
서울특별시 노원구,2021,30658,50312,69956,63138,81770,87029
서울특별시 노원구,2022,28307,49110,67867,61878,78536,86347
서울특별시 노원구,2023,26425,47172,66301,61022,75401,86441
서울특별시 노원구,2024,24492,45416,64147,60798,71901,85830
서울특별시 노원구,2025,22895,44100,61120,61093,69011,83880
서울특별시 도봉구,2011,28953,45817,52129,57293,63681,60016
서울특별시 도봉구,2012,28272,43214,50637,55719,62483,61017
서울특별시 도봉구,2013,27287,40836,49220,53970,61923,61830
서울특별시 도봉구,2014,26166,38431,48464,51673,60454,61869
서울특별시 도봉구,2015,25890,35801,47806,50550,59102,61270
서울특별시 도봉구,2016,25106,33690,47217,48916,57768,60650
서울특별시 도봉구,2017,23545,31653,47011,46898,55985,59969
서울특별시 도봉구,2018,22184,29699,46095,45532,53130,59615
서울특별시 도봉구,2019,20665,27731,44922,43376,51071,58555
서울특별시 도봉구,2020,18775,25627,43412,40993,48535,57020
서울특별시 도봉구,2021,17044,24311,41496,39246,46156,56006
서울특별시 도봉구,2022,15589,23508,39389,38302,44427,54750
서울특별시 도봉구,2023,14242,22372,37439,37607,42514,54263
서울특별시 도봉구,2024,12967,21597,35652,37405,40743,53292
서울특별시 도봉구,2025,11838,21204,33286,37312,39660,51981
서울특별시 동대문구,2011,27770,38209,55960,63327,59558,57081
서울특별시 동대문구,2012,27218,36462,54419,61916,59274,57484
서울특별시 동대문구,2013,27018,34863,54015,61343,59766,58300
서울특별시 동대문구,2014,26749,33152,54367,59799,59377,58564
서울특별시 동대문구,2015,26070,31248,54417,57581,58356,57670
서울특별시 동대문구,2016,25072,29436,54069,55372,57140,56834
서울특별시 동대문구,2017,23694,27914,54166,53127,55790,55953
서울특별시 동대문구,2018,22896,26533,54289,52789,53730,55423
서울특별시 동대문구,2019,22115,25227,55028,51458,52463,54608
서울특별시 동대문구,2020,20788,23647,56331,50175,50630,53262
서울특별시 동대문구,2021,19590,22767,56271,49023,49002,52243
서울특별시 동대문구,2022,18642,22734,56229,48567,48408,51597
서울특별시 동대문구,2023,18302,22607,56872,49462,48695,52540
서울특별시 동대문구,2024,17174,22270,55543,50145,47253,51914
서울특별시 동대문구,2025,17504,22618,55051,53955,47779,52288
서울특별시 동작구,2011,32774,41212,65162,76621,61999,58779
서울특별시 동작구,2012,32942,39915,64439,77164,62900,60017
서울특별시 동작구,2013,32831,38830,64517,77260,64597,61524
서울특별시 동작구,2014,32025,36782,64319,74178,64452,61709
서울특별시 동작구,2015,31342,34494,63113,71143,63573,60339
서울특별시 동작구,2016,30774,33047,63826,69763,63798,60016
서울특별시 동작구,2017,29241,31747,63775,67124,62677,59161
서울특별시 동작구,2018,27883,30460,65335,65942,61304,59291
서울특별시 동작구,2019,26596,29451,66382,64161,60484,59258
서울특별시 동작구,2020,24564,27821,66545,62096,58912,58343
서울특별시 동작구,2021,22992,26967,64882,60826,57207,58073
서울특별시 동작구,2022,21352,26676,64201,59856,55793,57186
서울특별시 동작구,2023,20071,25994,63725,59866,54621,57311
서울특별시 동작구,2024,18625,25190,62110,60801,52671,57102
서울특별시 동작구,2025,17337,24840,59875,61508,51152,56265
서울특별시 마포구,2011,34020,40277,58951,79176,64300,52847
서울특별시 마포구,2012,33104,38692,57345,76018,64803,52998
서울특별시 마포구,2013,31955,37305,56744,73576,65775,53550
서울특별시 마포구,2014,31621,36225,57915,73171,66725,54682
서울특별시 마포구,2015,31587,34744,58681,72731,66902,55201
서울특별시 마포구,2016,30663,32846,57870,70027,66103,53937
서울특별시 마포구,2017,29057,31659,58115,67697,64994,53207
서울특별시 마포구,2018,27746,30948,59561,66963,63669,53898
서울특별시 마포구,2019,26560,29727,60735,65646,62468,54170
서울특별시 마포구,2020,24899,28372,61904,64486,60995,54255
서울특별시 마포구,2021,23661,27705,61353,63597,59819,54962
서울특별시 마포구,2022,21731,27409,60121,62984,58271,55074
서울특별시 마포구,2023,20628,26475,58900,63807,56934,56034
서울특별시 마포구,2024,19399,25945,57211,64467,55557,56204
서울특별시 마포구,2025,18267,25708,54593,64726,54455,55719
서울특별시 서대문구,2011,23728,35638,47154,52961,53420,46519
서울특별시 서대문구,2012,23527,34079,46653,52215,53509,47535
서울특별시 서대문구,2013,23045,32519,46187,50841,53552,48373
서울특별시 서대문구,2014,22006,30563,46545,48201,52810,48830
서울특별시 서대문구,2015,22476,29179,47147,47840,52545,48798
서울특별시 서대문구,2016,22467,28070,47814,47523,52404,49351
서울특별시 서대문구,2017,21803,26874,48152,46246,51377,49467
서울특별시 서대문구,2018,21180,25513,48427,45526,49319,49357
서울특별시 서대문구,2019,20395,24615,48834,44681,48096,49404
서울특별시 서대문구,2020,20175,23622,50356,45109,47487,49367
서울특별시 서대문구,2021,18881,22493,48896,44235,45250,48640
서울특별시 서대문구,2022,18395,22616,48836,44438,45038,48776
서울특별시 서대문구,2023,17523,22123,48432,44907,44253,48893
서울특별시 서대문구,2024,16407,21711,46822,44821,42811,48522
서울특별시 서대문구,2025,15242,21655,44945,44999,42084,47668
서울특별시 서초구,2011,37797,55346,63420,78313,75737,63172
서울특별시 서초구,2012,38856,53715,61545,78006,77142,62834
서울특별시 서초구,2013,40883,52852,60230,78923,79258,63385
서울특별시 서초구,2014,42392,52363,60343,78666,81492,64620
서울특별시 서초구,2015,42159,50436,59466,76749,81327,63601
서울특별시 서초구,2016,41440,49171,59272,74799,82579,63377
서울특별시 서초구,2017,39403,47997,58467,71530,81817,62623
